2025-04-03 19:52:05,271 [__main__] [INFO] Initializing Ray...
2025-04-03 19:52:10,735 [__main__] [INFO] Creating temporary environment to get action/observation spaces...
2025-04-03 19:52:10,737 [src.satellite_marl_env] [INFO] SatelliteMARLEnv closed.
2025-04-03 19:52:10,737 [__main__] [INFO] Spaces retrieved.
2025-04-03 19:52:10,737 [__main__] [INFO] Configuring RLlib PPO Algorithm...
2025-04-03 19:52:10,738 [__main__] [INFO] Building Algorithm...
2025-04-03 19:52:24,462 [__main__] [WARNING] Could not retrieve policy class name via standard methods.
2025-04-03 19:52:24,462 [__main__] [INFO] Algorithm Built. Using Policy Class: Unavailable (New API stack?)
2025-04-03 19:52:24,462 [__main__] [INFO] 
--- Starting Training for 100 iterations ---
2025-04-03 19:52:26,947 [__main__] [INFO] Iteration: 1/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.48s
2025-04-03 19:53:58,050 [__main__] [INFO] Checkpoint saved in directory TrainingResult(checkpoint=Checkpoint(filesystem=local, path=/Users/nathanleo/Downloads/IST 597 - RL/Final Project/RL-Spacecraft-Docking/output/ray_results), metrics={'timers': {'training_iteration': 2.419183577695858, 'restore_env_runners': 1.4602747637351573e-05, 'training_step': 2.419062816745607, 'env_runner_sampling_timer': 0.30085445554983914, 'learner_update_timer': 2.111728752952085, 'synch_weights': 0.0050994506050864455, 'synch_env_connectors': 0.0074269080426125735, 'restore_eval_env_runners': 7.3052567099075515e-06, 'evaluation_iteration': 2.8462618114063925, 'synch_eval_env_connectors': 0.00337887511885786}, 'env_runners': {'timers': {'connectors': {'agent_to_module_mapping': 6.623129593208432e-06, 'add_observations_from_episodes_to_batch': 4.0364173321944215e-05, 'add_time_dim_to_batch_and_zero_pad': 1.9498043516448334e-05, 'numpy_to_tensor': 5.5485477787442505e-05, 'add_states_from_episodes_to_batch': 7.369434688766689e-06, 'batch_individual_items': 3.549282732622131e-05}}, 'env_reset_timer': 0.00014764673845923465, 'env_to_module_connector': {'timers': {'connectors': {'add_states_from_episodes_to_batch': 4.003856239109881e-06, 'batch_individual_items': 1.746911136151995e-05, 'agent_to_module_mapping': 4.1505813195534e-06, 'add_observations_from_episodes_to_batch': 1.5734022133669147e-05, 'add_time_dim_to_batch_and_zero_pad': 6.1713670518944735e-06, 'numpy_to_tensor': 2.8549862607016667e-05}}, 'connector_pipeline_timer': 0.00011136445264126038}, 'env_to_module_sum_episodes_length_in': 106.27241732416265, 'num_module_steps_sampled_lifetime': {'target': 160000, 'servicer': 160000}, 'num_agent_steps_sampled': {'target': 4000, 'servicer': 4000}, 'sample': 0.18250204887638372, 'num_agent_steps_sampled_lifetime': {'target': 160000, 'servicer': 160000}, 'weights_seq_no': 39.0, 'num_module_steps_sampled': {'target': 4000, 'servicer': 4000}, 'module_to_env_connector': {'timers': {'connectors': {'listify_data_for_vector_env': 9.195681806333035e-06, 'module_to_agent_unmapping': 3.542957143746354e-06, 'tensor_to_numpy': 4.732003593404871e-05, 'get_actions': 0.00012704308308799362, 'normalize_and_clip_actions': 5.190117966918049e-05, 'remove_single_ts_time_rank_from_batch': 1.1608616684990155e-06, 'un_batch_to_individual_items': 2.1163994057906916e-05}}, 'connector_pipeline_timer': 0.0003055346249158136}, 'env_step_timer': 9.996802258388659e-05, 'num_env_steps_sampled': 4000, 'connector_pipeline_timer': 0.00030690756482173407, 'num_env_steps_sampled_lifetime': 160000, 'rlmodule_inference_timer': 0.00014316163895754187, 'env_to_module_sum_episodes_length_out': 106.27241732416265, 'time_between_sampling': 2.252151454636339, 'agent_steps': {'servicer': 1000.0, 'target': 1000.0}, 'episode_return_max': -1068.34354167321, 'module_episode_returns_mean': {'target': 0.0, 'servicer': -1082.7140313177442}, 'episode_duration_sec_mean': 0.819929691960367, 'agent_episode_returns_mean': {'target': 0.0, 'servicer': -1082.7140313177442}, 'episode_len_max': 1000, 'episode_return_min': -1096.233640630816, 'episode_return_mean': -1082.7140313177442, 'episode_len_min': 1000, 'num_episodes_lifetime': 138, 'episode_len_mean': 1000.0, 'num_episodes': 0, 'num_env_steps_sampled_lifetime_throughput': 1240.8510339372067}, 'learners': {'servicer': {'gradients_default_optimizer_global_norm': 1.478651762008667, 'curr_entropy_coeff': 0.01, 'num_trainable_parameters': 142093.0, 'total_loss': 9.656707763671875, 'mean_kl_loss': 0.003472736105322838, 'num_module_steps_trained_lifetime': 1614208, 'default_optimizer_learning_rate': 5e-05, 'vf_explained_var': -0.0006071329116821289, 'num_module_steps_trained': 40320, 'weights_seq_no': 40.0, 'vf_loss': 9.651410102844238, 'curr_kl_coeff': 1.1920929132713809e-08, 'diff_num_grad_updates_vs_sampler_policy': 1.0, 'policy_loss': 0.09225859493017197, 'module_train_batch_size_mean': 128.0, 'entropy': 8.696166038513184, 'vf_loss_unclipped': 3957.78564453125}, 'target': {'vf_loss_unclipped': 3.8695361581631005e-08, 'gradients_default_optimizer_global_norm': 0.39429736137390137, 'curr_entropy_coeff': 0.01, 'num_trainable_parameters': 142093.0, 'mean_kl_loss': 0.005160345695912838, 'total_loss': -0.07373537123203278, 'num_module_steps_trained_lifetime': 1614208, 'default_optimizer_learning_rate': 5e-05, 'vf_explained_var': 0.9983515739440918, 'num_module_steps_trained': 40320, 'weights_seq_no': 40.0, 'vf_loss': 3.8695361581631005e-08, 'curr_kl_coeff': 7.629394644936838e-07, 'diff_num_grad_updates_vs_sampler_policy': 1.0, 'policy_loss': 0.03545407950878143, 'module_train_batch_size_mean': 128.0, 'entropy': 10.91894817352295}, '__all_modules__': {'learner_connector': {'timers': {'connectors': {'general_advantage_estimation': 0.05148802518498479, 'add_time_dim_to_batch_and_zero_pad': 2.2461949270646895e-05, 'numpy_to_tensor': 0.00020510400567364076, 'add_states_from_episodes_to_batch': 5.187285344096201e-06, 'batch_individual_items': 0.06532364946774455, 'add_one_ts_to_episodes_and_truncate': 0.005613744021967671, 'add_columns_from_episodes_to_train_batch': 0.06923702281864497, 'agent_to_module_mapping': 0.0034104935678546714, 'add_observations_from_episodes_to_batch': 0.0002659905831272195}}, 'connector_pipeline_timer': 0.19580525127832896}, 'learner_connector_sum_episodes_length_out': 4000.0, 'num_non_trainable_parameters': 0.0, 'learner_connector_sum_episodes_length_in': 4000.0, 'num_trainable_parameters': 284186.0, 'num_env_steps_trained': 1260000, 'num_module_steps_trained_lifetime': 3228416, 'num_module_steps_trained': 80640, 'num_env_steps_trained_lifetime': 50444000, 'num_env_steps_trained_lifetime_throughput': 0.0}}, 'num_training_step_calls_per_iteration': 1, 'evaluation': {'env_runners': {'timers': {'connectors': {'agent_to_module_mapping': 5.374629508167563e-06, 'add_observations_from_episodes_to_batch': 3.578455761955367e-05, 'add_time_dim_to_batch_and_zero_pad': 2.2533745232804357e-05, 'numpy_to_tensor': 3.6419501816174157e-05, 'add_states_from_episodes_to_batch': 7.497676099641248e-06, 'batch_individual_items': 2.7079341783299605e-05}}, 'env_reset_timer': 0.00016987858345563026, 'env_to_module_connector': {'timers': {'connectors': {'add_states_from_episodes_to_batch': 2.8931455818796195e-06, 'batch_individual_items': 1.1863442412929411e-05, 'agent_to_module_mapping': 2.913484574017135e-06, 'add_observations_from_episodes_to_batch': 1.1322384743671222e-05, 'add_time_dim_to_batch_and_zero_pad': 4.31061992434689e-06, 'numpy_to_tensor': 2.0207531631755282e-05}}, 'connector_pipeline_timer': 7.860615045485574e-05}, 'env_to_module_sum_episodes_length_in': 901.0423566894266, 'num_module_steps_sampled_lifetime': {'target': 20000, 'servicer': 20000}, 'agent_steps': {'servicer': 1000.0, 'target': 1000.0}, 'num_agent_steps_sampled': {'target': 5000, 'servicer': 5000}, 'episode_return_max': -1075.574520532978, 'sample': 2.68574044895965, 'num_agent_steps_sampled_lifetime': {'target': 20000, 'servicer': 20000}, 'module_episode_returns_mean': {'target': 0.0, 'servicer': -1084.9867069566767}, 'episode_duration_sec_mean': 0.5230864448565989, 'weights_seq_no': 39.0, 'agent_episode_returns_mean': {'target': 0.0, 'servicer': -1084.9867069566767}, 'episode_len_max': 1000, 'num_module_steps_sampled': {'target': 5000, 'servicer': 5000}, 'module_to_env_connector': {'timers': {'connectors': {'listify_data_for_vector_env': 6.78639144971443e-06, 'module_to_agent_unmapping': 2.469105507450675e-06, 'tensor_to_numpy': 3.457677932226733e-05, 'get_actions': 3.5353268089587e-05, 'normalize_and_clip_actions': 3.505864063766764e-05, 'remove_single_ts_time_rank_from_batch': 8.224929929360873e-07, 'un_batch_to_individual_items': 1.4285584312247861e-05}}, 'connector_pipeline_timer': 0.000160072059998582}, 'env_step_timer': 6.796251432172885e-05, 'episode_return_min': -1148.4889439653775, 'num_env_steps_sampled': 5000, 'episode_return_mean': -1084.9867069566767, 'episode_len_min': 1000, 'connector_pipeline_timer': 0.0002504357076209375, 'num_env_steps_sampled_lifetime': 20000, 'num_episodes_lifetime': 20, 'episode_len_mean': 1000.0, 'num_episodes': 5, 'rlmodule_inference_timer': 0.00011109810130788345, 'env_to_module_sum_episodes_length_out': 901.0423566894266, 'num_env_steps_sampled_per_second': 1757.265609904529, 'time_between_sampling': 21.316543364752334}, 'num_healthy_workers': 1, 'actor_manager_num_outstanding_async_reqs': 0, 'num_remote_worker_restarts': 0}, 'num_env_steps_sampled_lifetime': 160000, 'fault_tolerance': {'num_healthy_workers': 23, 'num_remote_worker_restarts': 0}, 'env_runner_group': {'actor_manager_num_outstanding_async_reqs': 0}, 'num_env_steps_sampled_lifetime_throughput': 1240.8510339372067, 'done': False, 'training_iteration': 40, 'trial_id': 'default', 'date': '2025-04-03_19-53-58', 'timestamp': 1743724438, 'time_this_iter_s': 3.207726001739502, 'time_total_s': 93.02898406982422, 'pid': 71851, 'hostname': 'Nathans-Mac-Studio.local', 'node_ip': '127.0.0.1', 'config': {'exploration_config': {}, 'extra_python_environs_for_driver': {}, 'extra_python_environs_for_worker': {}, 'placement_strategy': 'PACK', 'num_gpus': 0, '_fake_gpus': False, 'num_cpus_for_main_process': 1, 'eager_tracing': True, 'eager_max_retraces': 20, 'tf_session_args': {'intra_op_parallelism_threads': 2, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}, 'log_device_placement': False, 'device_count': {'CPU': 1}, 'allow_soft_placement': True}, 'local_tf_session_args': {'intra_op_parallelism_threads': 8, 'inter_op_parallelism_threads': 8}, 'torch_compile_learner': False, 'torch_compile_learner_what_to_compile': <TorchCompileWhatToCompile.FORWARD_TRAIN: 'forward_train'>, 'torch_compile_learner_dynamo_backend': 'aot_eager', 'torch_compile_learner_dynamo_mode': None, 'torch_compile_worker': False, 'torch_compile_worker_dynamo_backend': 'aot_eager', 'torch_compile_worker_dynamo_mode': None, 'torch_ddp_kwargs': {}, 'torch_skip_nan_gradients': False, 'env': 'satellite_marl', 'env_config': {}, 'observation_space': None, 'action_space': None, 'clip_rewards': None, 'normalize_actions': True, 'clip_actions': False, '_is_atari': None, 'disable_env_checking': False, 'render_env': False, 'action_mask_key': 'action_mask', 'env_runner_cls': None, 'num_env_runners': 23, 'num_envs_per_env_runner': 1, 'gym_env_vectorize_mode': 'SYNC', 'num_cpus_per_env_runner': 1, 'num_gpus_per_env_runner': 0, 'custom_resources_per_env_runner': {}, 'validate_env_runners_after_construction': True, 'episodes_to_numpy': True, 'max_requests_in_flight_per_env_runner': 1, 'sample_timeout_s': 60.0, '_env_to_module_connector': None, 'add_default_connectors_to_env_to_module_pipeline': True, '_module_to_env_connector': None, 'add_default_connectors_to_module_to_env_pipeline': True, 'episode_lookback_horizon': 1, 'rollout_fragment_length': 'auto', 'batch_mode': 'truncate_episodes', 'compress_observations': False, 'remote_worker_envs': False, 'remote_env_batch_wait_ms': 0, 'enable_tf1_exec_eagerly': False, 'sample_collector': <class 'ray.rllib.evaluation.collectors.simple_list_collector.SimpleListCollector'>, 'preprocessor_pref': 'deepmind', 'observation_filter': 'NoFilter', 'update_worker_filter_stats': True, 'use_worker_filter_stats': True, 'sampler_perf_stats_ema_coef': None, 'num_learners': 0, 'num_gpus_per_learner': 0, 'num_cpus_per_learner': 'auto', 'num_aggregator_actors_per_learner': 0, 'max_requests_in_flight_per_aggregator_actor': 3, 'local_gpu_idx': 0, 'max_requests_in_flight_per_learner': 3, 'gamma': 0.99, 'lr': 5e-05, 'grad_clip': None, 'grad_clip_by': 'global_norm', '_train_batch_size_per_learner': None, 'train_batch_size': 4000, 'num_epochs': 10, 'minibatch_size': 128, 'shuffle_batch_per_epoch': True, 'model': {'fcnet_hiddens': [256, 256], 'fcnet_activation': 'tanh', 'fcnet_weights_initializer': None, 'fcnet_weights_initializer_config': None, 'fcnet_bias_initializer': None, 'fcnet_bias_initializer_config': None, 'conv_filters': None, 'conv_activation': 'relu', 'conv_kernel_initializer': None, 'conv_kernel_initializer_config': None, 'conv_bias_initializer': None, 'conv_bias_initializer_config': None, 'conv_transpose_kernel_initializer': None, 'conv_transpose_kernel_initializer_config': None, 'conv_transpose_bias_initializer': None, 'conv_transpose_bias_initializer_config': None, 'post_fcnet_hiddens': [], 'post_fcnet_activation': 'relu', 'post_fcnet_weights_initializer': None, 'post_fcnet_weights_initializer_config': None, 'post_fcnet_bias_initializer': None, 'post_fcnet_bias_initializer_config': None, 'free_log_std': False, 'log_std_clip_param': 20.0, 'no_final_linear': False, 'vf_share_layers': False, 'use_lstm': False, 'max_seq_len': 20, 'lstm_cell_size': 256, 'lstm_use_prev_action': False, 'lstm_use_prev_reward': False, 'lstm_weights_initializer': None, 'lstm_weights_initializer_config': None, 'lstm_bias_initializer': None, 'lstm_bias_initializer_config': None, '_time_major': False, 'use_attention': False, 'attention_num_transformer_units': 1, 'attention_dim': 64, 'attention_num_heads': 1, 'attention_head_dim': 32, 'attention_memory_inference': 50, 'attention_memory_training': 50, 'attention_position_wise_mlp_dim': 32, 'attention_init_gru_gate_bias': 2.0, 'attention_use_n_prev_actions': 0, 'attention_use_n_prev_rewards': 0, 'framestack': True, 'dim': 84, 'grayscale': False, 'zero_mean': True, 'custom_model': None, 'custom_model_config': {}, 'custom_action_dist': None, 'custom_preprocessor': None, 'encoder_latent_dim': None, 'always_check_shapes': False, 'lstm_use_prev_action_reward': -1, '_use_default_native_models': -1, '_disable_preprocessor_api': False, '_disable_action_flattening': False}, '_learner_connector': None, 'add_default_connectors_to_learner_pipeline': True, 'learner_config_dict': {}, 'optimizer': {}, '_learner_class': None, 'callbacks_on_algorithm_init': None, 'callbacks_on_env_runners_recreated': None, 'callbacks_on_checkpoint_loaded': None, 'callbacks_on_environment_created': None, 'callbacks_on_episode_created': None, 'callbacks_on_episode_start': None, 'callbacks_on_episode_step': None, 'callbacks_on_episode_end': None, 'callbacks_on_evaluate_start': None, 'callbacks_on_evaluate_end': None, 'callbacks_on_sample_end': None, 'callbacks_on_train_result': None, 'explore': True, 'enable_rl_module_and_learner': True, 'enable_env_runner_and_connector_v2': True, '_prior_exploration_config': {'type': 'StochasticSampling'}, 'count_steps_by': 'env_steps', 'policy_map_capacity': 100, 'policy_mapping_fn': <function <lambda> at 0x35f1318a0>, 'policies_to_train': None, 'policy_states_are_swappable': False, 'observation_fn': None, 'offline_data_class': None, 'input_read_method': 'read_parquet', 'input_read_method_kwargs': {}, 'input_read_schema': {}, 'input_read_episodes': False, 'input_read_sample_batches': False, 'input_read_batch_size': None, 'input_filesystem': None, 'input_filesystem_kwargs': {}, 'input_compress_columns': ['obs', 'new_obs'], 'input_spaces_jsonable': True, 'materialize_data': False, 'materialize_mapped_data': True, 'map_batches_kwargs': {}, 'iter_batches_kwargs': {}, 'prelearner_class': None, 'prelearner_buffer_class': None, 'prelearner_buffer_kwargs': {}, 'prelearner_module_synch_period': 10, 'dataset_num_iters_per_learner': None, 'input_config': {}, 'actions_in_input_normalized': False, 'postprocess_inputs': False, 'shuffle_buffer_size': 0, 'output': None, 'output_config': {}, 'output_compress_columns': ['obs', 'new_obs'], 'output_max_file_size': 67108864, 'output_max_rows_per_file': None, 'output_write_remaining_data': False, 'output_write_method': 'write_parquet', 'output_write_method_kwargs': {}, 'output_filesystem': None, 'output_filesystem_kwargs': {}, 'output_write_episodes': True, 'offline_sampling': False, 'evaluation_interval': 10, 'evaluation_duration': 5, 'evaluation_duration_unit': 'episodes', 'evaluation_sample_timeout_s': 120.0, 'evaluation_parallel_to_training': True, 'evaluation_force_reset_envs_before_iteration': True, 'evaluation_config': {'explore': False}, 'off_policy_estimation_methods': {}, 'ope_split_batch_by_episode': True, 'evaluation_num_env_runners': 1, 'in_evaluation': False, 'sync_filters_on_rollout_workers_timeout_s': 10.0, 'keep_per_episode_custom_metrics': False, 'metrics_episode_collection_timeout_s': 60.0, 'metrics_num_episodes_for_smoothing': 100, 'min_time_s_per_iteration': None, 'min_train_timesteps_per_iteration': 0, 'min_sample_timesteps_per_iteration': 0, 'log_gradients': True, 'export_native_model_files': False, 'checkpoint_trainable_policies_only': False, 'logger_creator': None, 'logger_config': None, 'log_level': 'WARN', 'log_sys_usage': True, 'fake_sampler': False, 'seed': None, 'restart_failed_env_runners': True, 'ignore_env_runner_failures': False, 'max_num_env_runner_restarts': 1000, 'delay_between_env_runner_restarts_s': 60.0, 'restart_failed_sub_environments': False, 'num_consecutive_env_runner_failures_tolerance': 100, 'env_runner_health_probe_timeout_s': 30.0, 'env_runner_restore_timeout_s': 1800.0, '_model_config': {}, '_rl_module_spec': None, 'algorithm_config_overrides_per_module': {}, '_per_module_overrides': {}, '_validate_config': True, '_use_msgpack_checkpoints': False, '_torch_grad_scaler_class': None, '_torch_lr_scheduler_classes': None, '_tf_policy_handles_more_than_one_loss': False, '_disable_preprocessor_api': False, '_disable_action_flattening': False, '_disable_initialize_loss_from_dummy_batch': False, '_dont_auto_sync_env_runner_states': False, 'env_task_fn': -1, 'enable_connectors': -1, 'simple_optimizer': True, 'policy_map_cache': -1, 'worker_cls': -1, 'synchronize_filters': -1, 'enable_async_evaluation': -1, 'custom_async_evaluation_function': -1, '_enable_rl_module_api': -1, 'auto_wrap_old_gym_envs': -1, 'always_attach_evaluation_results': -1, 'replay_sequence_length': None, '_disable_execution_plan_api': -1, 'use_critic': True, 'use_gae': True, 'use_kl_loss': True, 'kl_coeff': 0.2, 'kl_target': 0.01, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.01, 'clip_param': 0.2, 'vf_clip_param': 10.0, 'entropy_coeff_schedule': None, 'lr_schedule': None, 'sgd_minibatch_size': -1, 'vf_share_layers': -1, 'class': <class 'ray.rllib.algorithms.ppo.ppo.PPOConfig'>, 'lambda': 1.0, 'input': 'sampler', 'policies': {'servicer': (None, Box(-inf, inf, (13,), float32), Box(-1.0, 1.0, (6,), float32), None), 'target': (None, Box(-inf, inf, (13,), float32), Box(-1.0, 1.0, (6,), float32), None)}, 'callbacks': <class 'ray.rllib.callbacks.callbacks.RLlibCallback'>, 'create_env_on_driver': False, 'custom_eval_function': None, 'framework': 'torch'}, 'time_since_restore': 93.02898406982422, 'iterations_since_restore': 40, 'perf': {'cpu_util_percent': 81.42500000000001, 'ram_util_percent': 55.9}})
2025-04-03 19:54:00,754 [__main__] [INFO] Iteration: 41/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.70s
2025-04-03 19:54:03,151 [__main__] [INFO] Iteration: 42/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.40s
2025-04-03 19:54:05,350 [__main__] [INFO] Iteration: 43/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.20s
2025-04-03 19:54:07,620 [__main__] [INFO] Iteration: 44/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.27s
2025-04-03 19:54:09,715 [__main__] [INFO] Iteration: 45/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.09s
2025-04-03 19:54:12,140 [__main__] [INFO] Iteration: 46/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.42s
2025-04-03 19:54:14,615 [__main__] [INFO] Iteration: 47/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.47s
2025-04-03 19:54:16,748 [__main__] [INFO] Iteration: 48/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.13s
2025-04-03 19:54:18,839 [__main__] [INFO] Iteration: 49/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.09s
2025-04-03 19:54:22,044 [__main__] [INFO] Iteration: 50/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 3.20s
2025-04-03 19:54:24,162 [__main__] [INFO] Iteration: 51/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.12s
2025-04-03 19:54:26,640 [__main__] [INFO] Iteration: 52/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.48s
2025-04-03 19:54:28,868 [__main__] [INFO] Iteration: 53/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.23s
2025-04-03 19:54:30,904 [__main__] [INFO] Iteration: 54/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.04s
2025-04-03 19:54:33,226 [__main__] [INFO] Iteration: 55/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.32s
2025-04-03 19:54:35,625 [__main__] [INFO] Iteration: 56/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.40s
2025-04-03 19:54:37,872 [__main__] [INFO] Iteration: 57/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.25s
2025-04-03 19:54:40,184 [__main__] [INFO] Iteration: 58/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.31s
2025-04-03 19:54:42,585 [__main__] [INFO] Iteration: 59/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 2.40s
2025-04-03 19:54:46,071 [__main__] [INFO] Iteration: 60/100, Timesteps: 0, Mean Reward (Eval/Sample): nan, Iter Time: 3.49s
